is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthonus armatus,1901-01-01T00:0000-01:00,Result Product 84c86fa5-0fb9-4b19-bb56-138545634b25,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Acanthonus armatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 452e30f5-b408-4f52-9936-4f2f26effbdb,2017-11-25T08:31:44.212853,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,452e30f5-b408-4f52-9936-4f2f26effbdb,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/452e30f5-b408-4f52-9936-4f2f26effbdb,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anampses neoguinaicus,1901-01-01T00:0000-01:00,Result Product 93352517-9809-4b62-b4ea-02ea0e7f1552,string,2099-12-31T23:59:59-01:00,"This Anampses neoguinaicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 93352517-9809-4b62-b4ea-02ea0e7f1552,2017-11-28T14:52:36.816525,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,93352517-9809-4b62-b4ea-02ea0e7f1552,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/93352517-9809-4b62-b4ea-02ea0e7f1552,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,acanthurus guttatus Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 4d5776db-01ea-4922-a7e1-21d58565df2c,string,2099-12-31T23:59:59-01:00,"This acanthurus guttatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthurus-guttatus-aquamaps-native-2050-raster,2017-11-29T00:17:19.852397,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,acanthurus-guttatus-aquamaps-native-2050-raster,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-guttatus-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Adriatic (Division 37.2.1 of FAO Major Area 37),1901-01-01T00:0000-01:00,Result Product 4ebe7426-daf4-44ba-817a-cf6e27a52ab6,FederatedIdentifier,2099-12-31T23:59:59-01:00,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 4795e02e-68f3-43c3-be78-435f8fa4bb69,2017-11-29T18:58:16.606755,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,4795e02e-68f3-43c3-be78-435f8fa4bb69,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4795e02e-68f3-43c3-be78-435f8fa4bb69,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amaryllis kamata,1901-01-01T00:0000-01:00,Result Product 23939b5b-0a26-4f77-af85-9a189ce23341,string,2099-12-31T23:59:59-01:00,"This Amaryllis kamata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier d25baf99-83d6-4de1-a94d-e9cf9155655e,2017-12-01T03:40:28.482107,Classification,FullLinkEntity,Medium,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,d25baf99-83d6-4de1-a94d-e9cf9155655e,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d25baf99-83d6-4de1-a94d-e9cf9155655e,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus blochii,1901-01-01T00:0000-01:00,Result Product df0a4495-c809-49fe-a89f-84eaec309bcc,string,2099-12-31T23:59:59-01:00,"This Acanthurus blochii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier df0a4495-c809-49fe-a89f-84eaec309bcc,2017-11-26T01:28:06.188640,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,df0a4495-c809-49fe-a89f-84eaec309bcc,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/df0a4495-c809-49fe-a89f-84eaec309bcc,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus nichofii,1901-01-01T00:0000-01:00,Result Product b89f6a6f-28ec-41ee-ba2f-53b58b3215bc,string,2099-12-31T23:59:59-01:00,"This Aetomylaeus nichofii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name aetomylaeus-nichofii1,2017-11-30T02:37:34.528420,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,aetomylaeus-nichofii1,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetomylaeus-nichofii1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alluroteuthis antarcticus,1901-01-01T00:0000-01:00,Result Product 4db75c06-c357-495e-a2fa-f37ebf2e9f0c,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alluroteuthis antarcticus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alluroteuthis-antarcticus,2017-11-24T11:17:23.858606,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,alluroteuthis-antarcticus,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/alluroteuthis-antarcticus,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anisochromis mascarenensis Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product b18de86a-d471-442e-9717-7c2ccf67e7f8,string,2099-12-31T23:59:59-01:00,"This anisochromis mascarenensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name anisochromis-mascarenensis-aquamaps-native-2050-raster,2017-11-30T14:47:23.112905,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,anisochromis-mascarenensis-aquamaps-native-2050-raster,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anisochromis-mascarenensis-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anadara diluvii,1901-01-01T00:0000-01:00,Result Product 70e24a5a-5342-4ae2-a84c-ab0bdde1eebb,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anadara diluvii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 23fd6193-65f0-4b87-ac1b-090e24f2f74f,2017-11-30T05:48:58.279848,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,23fd6193-65f0-4b87-ac1b-090e24f2f74f,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/23fd6193-65f0-4b87-ac1b-090e24f2f74f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
