is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion latezonatus,1901-01-01T00:0000-01:00,Result Product 127d838c-88cb-4aa8-bf87-f7f49fa42ae1,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Amphiprion latezonatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 127d838c-88cb-4aa8-bf87-f7f49fa42ae1,2017-11-26T11:05:46.276728,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,127d838c-88cb-4aa8-bf87-f7f49fa42ae1,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/127d838c-88cb-4aa8-bf87-f7f49fa42ae1,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis interrupta,1901-01-01T00:0000-01:00,Result Product a536ec56-1690-4afc-808f-b4b33696a99c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Ambassis interrupta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name ambassis-interrupta,2017-11-26T13:01:19.862288,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,ambassis-interrupta,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-interrupta,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria castroi,1901-01-01T00:0000-01:00,Result Product 6f9bd48b-2c3b-4590-bf0e-882979bfd050,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthemblemaria castroi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name acanthemblemaria-castroi,2017-11-25T11:02:15.090409,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,acanthemblemaria-castroi,PersonName,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-castroi,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus grunniens,1901-01-01T00:0000-01:00,Result Product b0bdfe49-91d4-4180-b015-f43c2f74430c,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allenbatrachus grunniens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allenbatrachus-grunniens4,2017-11-28T17:58:19.735997,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,allenbatrachus-grunniens4,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/allenbatrachus-grunniens4,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Allocareproctus jordani,1901-01-01T00:0000-01:00,Result Product 2a70319d-2415-41c2-a664-a2e6ab5aefdd,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Allocareproctus jordani Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 2a70319d-2415-41c2-a664-a2e6ab5aefdd,2017-11-24T14:41:17.649559,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,2a70319d-2415-41c2-a664-a2e6ab5aefdd,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2a70319d-2415-41c2-a664-a2e6ab5aefdd,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus hippothoe,1901-01-01T00:0000-01:00,Result Product 71182bdf-6eb9-4492-bf09-734b740d3293,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Alpheus hippothoe Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-hippothoe2,2017-11-25T18:45:32.529420,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,alpheus-hippothoe2,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-hippothoe2,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthistius brasilianus,1901-01-01T00:0000-01:00,Result Product f50afe08-2015-4124-8f15-5ba686058751,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acanthistius brasilianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier f2307dd3-d0b9-487c-9ebf-eb64c3894f42,2017-11-29T19:59:05.210726,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,string,f2307dd3-d0b9-487c-9ebf-eb64c3894f42,PersonName,bb,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f2307dd3-d0b9-487c-9ebf-eb64c3894f42,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
2017-11-24T17:46:04.579212,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisochromis kenyae,1901-01-01T00:0000-01:00,Result Product 310e2cbe-12b7-4385-aa2f-d7c9f495081f,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Anisochromis kenyae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 310e2cbe-12b7-4385-aa2f-d7c9f495081f,2017-11-24T19:58:00.782527,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,FederatedIdentifier,310e2cbe-12b7-4385-aa2f-d7c9f495081f,PersonName,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/310e2cbe-12b7-4385-aa2f-d7c9f495081f,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus paludicola,1901-01-01T00:0000-01:00,Result Product fc519b96-8e33-4c2f-bb81-540a31b6acaf,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Acrocephalus paludicola Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 4a871a57-1b6f-4f14-b016-93c721242f28,2017-11-29T15:32:31.707228,Classification,FullLinkEntity,Medium,LinkEntityWithProvisionOrderIPR,Classification,string,4a871a57-1b6f-4f14-b016-93c721242f28,ElectronicAddress,bb,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4a871a57-1b6f-4f14-b016-93c721242f28,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Accalathura crenulata,1901-01-01T00:0000-01:00,Result Product 41b8eac9-0a60-423f-8169-3d83f9559a58,2099-12-31T23:59:59-01:00,2099-12-31T23:59:59-01:00,"This Accalathura crenulata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name accalathura-crenulata,2017-11-26T04:07:49.773791,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,string,accalathura-crenulata,ElectronicAddress,"iMarine Consortium,iMarine.eu",Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/accalathura-crenulata,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
