is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion polymnus,1901-01-01T00:0000-01:00,Result Product 5b000c79-eea6-4c4b-86f8-f0436b0ba035,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amphiprion polymnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier 5b000c79-eea6-4c4b-86f8-f0436b0ba035,2017-11-28T16:12:10.414571,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,5b000c79-eea6-4c4b-86f8-f0436b0ba035,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5b000c79-eea6-4c4b-86f8-f0436b0ba035,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion Ocellaris Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product e0899d51-7cf3-4fe9-bdf2-2ccc1b6a9868,string,2099-12-31T23:59:59-01:00,"This Amphiprion Ocellaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier e0899d51-7cf3-4fe9-bdf2-2ccc1b6a9868,2017-11-24T18:46:39.546090,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,e0899d51-7cf3-4fe9-bdf2-2ccc1b6a9868,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e0899d51-7cf3-4fe9-bdf2-2ccc1b6a9868,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia Ovum Aquamaps Native Raster,1901-01-01T00:0000-01:00,Result Product ffe533c4-2653-4c94-9eed-38af4cb1bd00,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Anodontia Ovum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Identifier ffe533c4-2653-4c94-9eed-38af4cb1bd00,2017-11-25T07:42:23.062555,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,ffe533c4-2653-4c94-9eed-38af4cb1bd00,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ffe533c4-2653-4c94-9eed-38af4cb1bd00,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ancistroteuthis lichtensteini,1901-01-01T00:0000-01:00,Result Product 02c17357-7e5e-4e46-bcd6-01ee42aa213b,string,2099-12-31T23:59:59-01:00,"This Ancistroteuthis lichtensteini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 3cdcef06-93df-450b-957b-a199479b1d94,2017-11-25T21:33:11.800495,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,3cdcef06-93df-450b-957b-a199479b1d94,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3cdcef06-93df-450b-957b-a199479b1d94,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus floridanus,1901-01-01T00:0000-01:00,Result Product e8b23c95-bd44-4cf2-bb61-bf150bab7214,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alpheus floridanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name alpheus-floridanus,2017-11-25T05:09:09.622033,Classification,FullLinkEntity,Product,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,alpheus-floridanus,ElectronicAddress,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-floridanus,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiarius rugispinis,1901-01-01T00:0000-01:00,Result Product 37f1d402-53ac-4c8c-ab71-52c185b1a3bb,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amphiarius rugispinis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier 7740b270-dc98-4dd9-91e0-a20e7cc58233,2017-11-28T22:09:34.814298,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,7740b270-dc98-4dd9-91e0-a20e7cc58233,PersonName,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7740b270-dc98-4dd9-91e0-a20e7cc58233,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aeoliscus strigatus,1901-01-01T00:0000-01:00,Result Product 80a40efb-5bac-428b-ab59-5873f4560938,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Aeoliscus strigatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier a206d9ac-613f-4a7f-a181-0220eee1bacf,2017-11-24T21:36:50.941827,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,a206d9ac-613f-4a7f-a181-0220eee1bacf,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a206d9ac-613f-4a7f-a181-0220eee1bacf,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius albimaculatus,1901-01-01T00:0000-01:00,Result Product 3220baf6-b018-4aca-b553-6d4f369bf52f,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Amblygobius albimaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name amblygobius-albimaculatus3,2017-12-01T02:30:59.220246,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,amblygobius-albimaculatus3,ElectronicAddress,Product,Classification,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-albimaculatus3,http://www.vre4eic.com/ckancerif/creatorIdentifier/ebc02b4a-f774-4e7e-afe1-d52ab93126de,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,allothunnus fallai Aquamaps Native 2050 Raster,1901-01-01T00:0000-01:00,Result Product 6eb6666f-fcef-42bd-a684-58d1224b43e9,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This allothunnus fallai Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Name allothunnus-fallai-aquamaps-native-2050-raster,2017-11-24T21:14:58.150885,Classification,FullLinkEntity,Measurement,FullLinkEntity,Classification,2099-12-31T23:59:59-01:00,allothunnus-fallai-aquamaps-native-2050-raster,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allothunnus-fallai-aquamaps-native-2050-raster,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alopias pelagicus,1901-01-01T00:0000-01:00,Result Product c1d1f081-b481-4afc-8f08-4debd5f85ea3,FederatedIdentifier,2099-12-31T23:59:59-01:00,"This Alopias pelagicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",1901-01-01T00:0000-01:00,2099-12-31T23:59:59-01:00,Result Product Revision Identifier e158d225-4db1-4c3f-bffd-e2d51eccc8b9,2017-11-24T21:38:17.623720,Classification,FullLinkEntity,Measurement,LinkEntityWithProvisionOrderIPR,Classification,2099-12-31T23:59:59-01:00,e158d225-4db1-4c3f-bffd-e2d51eccc8b9,PersonName,Product,Classification,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e158d225-4db1-4c3f-bffd-e2d51eccc8b9,http://www.vre4eic.com/ckancerif/resultPublicationIdentifier/null,SimpleLinkEntity
